company,location,country,year,capex,currency,capex_2025_eur,capacity,facility_size_m2,source_url,confidence_score
Tyson Foods,"Joslin, Illinois",US,2021,,,,,7990,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Tyson Foods,"Columbia, South Carolina",US,2021,55.0,USD,60.51,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Tyson Foods,"Eagle Mountain, Utah",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Tyson Foods,"Enid, Oklahoma",US,2021,,,,,743,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Tyson Foods,"Humboldt, Tennessee",US,2021,425.0,USD,467.6,,34374,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Tyson Foods,"Hutchinson, Kansas",US,2021,,,,,836,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Tyson Foods,"Sanford, North Carolina",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Tyson Foods,"Seguin, Texas",US,2021,58.0,USD,63.81,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Tyson Foods,"St. Joseph, Missouri",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Tyson Foods,"Vicksburg, Mississippi",US,2021,61.0,USD,67.11,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
U. S. Pet Food Company,"Pittsburg, Texas",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
United Airlines,"Newark, New Jersey",US,2021,116.0,USD,127.63,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Unix Packaging,"Morganton, North Carolina",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Upfield Canada,"Brantford, Ontario",CA,2021,,,,,15236,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Upside Foods,"Emeryville, California",US,2021,186.0,USD,204.64,,4924,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Upward Farms,"New York, New York",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Valley Milk,"Turlock, California",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Valley Queen Cheese,"Milbank, South Dakota",US,2021,,,,,7154,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Veronesi Holding S.p.A.,"Rockingham Cty, Virginia",US,2021,100.0,USD,110.02,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Very Good Food Company (The),"Vancouver, British Columbia",CA,2021,,,,,4181,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Very Good Food Company (The),"Patterson, California",US,2021,,,,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Volpi Foods,"Union, Missouri",US,2021,,,,,8083,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Walmart,"Lyman, South Carolina",US,2021,450.0,USD,495.11,,66890,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Waterloo Brewing,"Ayr, Ontario",CA,2021,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Whataburger,"Pittsburg, Texas",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Whole Foods,"Cheshire, Connecticut",US,2021,,,,,7525,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Wholestone Farms,"Sioux Falls, South Dakota",US,2021,500.0,USD,550.12,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Win Chill,"Sioux Falls, South Dakota",US,2021,,,,,12449,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Woodford Reserve Distillery,"Versailles, Kentucky",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
York Street Fresh Foods,"Sharonville, Ohio",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Yukon Ventures,"Seguin, Texas",US,2021,,,,,15794,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Ziegenfelder Company,"Wheeling, West Virginia",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
buzzbox Premium Cocktails,"Coachella Valley, California",US,2021,,,,,6039,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
fairlife LLC,"Goodyear, Arizona",US,2021,,,,,27871,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
8th Avenue Food & Provisions,"Hazelwood, Missouri",US,2022,,,,,23226,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
ACH Foods,"Summit, Illinois",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
AWG,"Hernando, Mississippi",US,2022,,,,,84913,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Adams Beverage,"Charlotte, North Carolina",US,2022,,,,,8640,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Aldi,"Loxley, Alabama",US,2022,100.0,USD,101.87,,52397,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Amy's Kitchen,"Goshen, New York",US,2022,150.0,USD,152.81,,36232,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Armada Nutrition,"Salt Lake City, Utah",US,2022,,,,,40692,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
BCB Development,"Liberty, Missouri",US,2022,,,,,15515,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
BelGioioso Cheese,"Glenville, New York",US,2022,,,,,11148,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Ben E. Keith Foods,"New Brockton, Alabama",US,2022,100.0,USD,101.87,,39484,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Beyond Meat,"Columbia, Missouri",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Blackline Cold Storage,"Houston, Texas",US,2022,50.0,USD,50.94,,27685,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Cacique,"Amarillo, Texas",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Chewy,"Wilson Cty, Wisconsin",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
City Brewing Company,"Irwindale, California",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Clemens Food Group,"Hatfield, Pennsylvania",US,2022,,,,,28614,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Clemens Food Group.,"Hatfield, Pennsylvania",US,2022,145.0,USD,147.71,,28614,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Cloverland Dairy,"Baltimore, Maryland",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Coastal Growers,"Atmore, Alabama",US,2022,87.0,USD,88.63,,37161,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Coca-Cola North America,"Apopka, Florida",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Coca-Cola North America,"Auburndale, Florida",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Coffee Cake Bakery,"Atlanta, Georgia",US,2022,,,,,2787,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
CoffeeTech Industries,"Seguin, Texas",US,2022,56.0,USD,57.05,,10405,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Cold Creek Solutions,"Denton, Texas",US,2022,,,,,34746,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Cold Creek Solutions,"San Antonio, Texas",US,2022,,,,,28335,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Conagra Brands,"Darien, Wisconsin",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"Fayetteville, Arkansas",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"Russellville, Arkansas",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"St. Elmo, Illinois",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Constellation Brands,"Nava, Coahula, MX",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
DHL,"Fredericksburg, Virginia",US,2022,,,,,49517,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Dollar General,"Blair, Nebraska",US,2022,71.0,USD,72.33,,80361,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Domino's Pizza,"Crown Point, Indiana",US,2022,,,,,10312,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Dreyer's Grand Ice Cream,"Bakersfield, California",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
E. & J. Gallo Winery,"Fort Lawn, South Carolina",US,2022,423.0,USD,430.91,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Florida Can Manufacturing,"Lake Alfred, Florida",US,2022,,,,,92903,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Freshly,"East Greenwich, New Jersey",US,2022,,,,,21739,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Freshpet,"Ennis, Texas",US,2022,,,,,37161,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Frito-Lay,"Pulaski, Tennessee",US,2022,100.0,USD,101.87,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Frito-Lay,"Twinsburg, Ohio",US,2022,,,,,10126,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Froneri,"Fort Wayne, Indiana",US,2022,,,,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Givaudan,"Carthage, Ohio",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Goya Foods,"Bolingbrook, Illinois",US,2022,,,,,15422,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Great Lakes Cheese,"Abilene, Texas",US,2022,185.0,USD,188.46,,26013,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Greenleaf Foods,"Indianapolis, Indiana",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Gulf Distributing Company,"McCalla, Alabama",US,2022,,,,,15143,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Herbruck's Poultry Ranch,"Mercersburg, Pennsylvania",US,2022,100.0,USD,101.87,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Innovation Foods,"Bridgeton, New Jersey",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Interchange Cold Storage,"Front Royal, Virginia",US,2022,,,,,11706,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Johnsonville,"Sheboygan, Wisconsin",US,2022,,,,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
"Jushi Holdings, Inc. Cultivation Plant","Lakeville, Massachusetts",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
"Jushi Holdings, Inc. Cultivation Plant","Manassas, Virginia",US,2022,,,,,6317,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
"Jushi Holdings, Inc. Cultivation Plant","Scranton, Pennsylvania",US,2022,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Kroger,"Dallas, Texas",US,2022,,,,,32516,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Kroger,"Springdale, Ohio",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Kroger (Ocado),"Frederick, Maryland",US,2022,,,,,32516,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
LaColombe,"Norton Shores, Michigan",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Latitude 36 Foods,"Corona, California",US,2022,,,,,23504,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Leprino Foods,"East Lubbock, Texas",US,2022,870.0,USD,886.28,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Lidl,"Covington, Georgia",US,2022,100.0,USD,101.87,,78968,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Lindt & Spruengli,"Stratham, New Hampshire",US,2022,200.0,USD,203.74,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Lion Brewery,"Wilkes-Barre, Pennsylvania",US,2022,50.0,USD,50.94,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Maple Leaf Foods,"London, Ontario",CA,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Mars Petcare,"Fort Smith, Arkansas",US,2022,,,,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Mars Petcare,"Lebanon, Tennessee",US,2022,200.0,USD,203.74,,10034,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
McCain Foods,"Plover, Wisconsin",US,2022,169.0,USD,172.16,,12542,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
McCormick,"Baltimore, Maryland",US,2022,200.0,USD,203.74,,167225,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
"Michael Foods, Inc.","Norwalk, Iowa",US,2022,,,,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
MolsonCoors,"Montreal, Quebec",CA,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
MolsonCoors,"Fort Worth, Texas",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Mom's Meals,"Oklahoma City, Oklahoma",US,2022,50.0,USD,50.94,,16630,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
National Beef Packing Company,"Tama, Iowa",US,2022,100.0,USD,101.87,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Nestlé Purina,"Hartwell, Georgia",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Nestlé Purina,"St. Louis, Missouri",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Nestlé Purina,"Williamsburg, Ohio",US,2022,767.0,USD,781.35,,95411,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Nestlé USA,"Springville, Utah",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Nestlé USA,"Eau Claire, Wisconsin",US,2022,50.0,USD,50.94,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
NewCold,"Lebanon, Indiana",US,2022,150.0,USD,152.81,,35303,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Niagara Bottling,"Kansas City, Missouri",US,2022,156.0,USD,158.92,,58901,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Ninth Avenue Foods,"Columbus, Indiana",US,2022,103.0,USD,104.93,,24155,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
PECO Foods,"West Point, Mississippi",US,2022,,,,,12077,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Performance Food Group,"Florence, South Carolina",US,2022,,,,,7990,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Performance Food Group,"Houma, Louisiana",US,2022,,,,,15515,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Performance Food Group,"Phoenix, Arizona",US,2022,,,,,8361,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Performance Food Group - Vistar,"Houston, Texas",US,2022,,,,,4738,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Publix Super Markets Inc.,"Greensboro, North Carolina",US,2022,,,,,87329,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Pure Prairie Farms,"Charles City, Iowa",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
RLS Logistics,"Sturbridge, Massachusetts",US,2022,,,,,7711,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Rosina Food Products,"West Seneca, New York",US,2022,58.0,USD,59.09,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Royal Canin,"Lebanon, Tennessee",US,2022,200.0,USD,203.74,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Samuel Adams,"Cincinnati, Ohio",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Saputo Inc.,"Tulare, California",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Scannell Properties,"Wooster, Ohio",US,2022,,,,,18395,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Scout Capital Partners | Freshly,"East Greenwich, New Jersey",US,2022,,,,,21832,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Simmons Pet Food,"Dubuque, Iowa",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
"Soli Organic Inc., (fka Shenandoah Growers)","Anderson Cty, South Carolina",US,2022,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Standard Beverage,"Lawrence, Kansas",US,2022,,,,,10870,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
SunOpta,"Midlothian, Texas",US,2022,,,,,26477,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Swift Prepared Foods,"Columbia, Missouri",US,2022,150.0,USD,152.81,,25548,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
T. Hasegawa USA Inc.,"Rancho Cucamonga, California",US,2022,60.0,USD,61.12,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
T. Marzetti,"Altoona, Iowa",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
T. Marzetti,"Horse Cave, Kentucky",US,2022,115.0,USD,117.15,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
T. Marzetti,"Columbus, Ohio",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Talking Rain,"Pittston, Pennsylvania",US,2022,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
The Chefs' Warehouse,"City of Industry, California",US,2022,,,,,22483,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
